feature_id	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa	Colon_Transverse_Muscularis	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Liver_Hepatocyte	Liver_Mixed_Cell	Liver_Portal_Tract	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pancreas_Acini	Pancreas_Islets	Pancreas_Mixed_Cell	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Mixed_Cell	Spleen	Stomach	Stomach_Mixed_Cell	Stomach_Mucosa	Stomach_Muscularis	Testis	Thyroid	Uterus	Vagina	Whole_Blood
expr::CBFA2T3	8.853990	10.121500	2.039780	1.770060	4.177940	1.465260	5.878970	3.564210	6.321130	5.761010	54.464800	62.542100	8.863390	7.853950	3.150430	4.334710	7.416560	4.464660	1.657160	2.222940	10.808100	0.032059	27.374000	5.617680	7.265150	4.862070	6.070420	4.606860	5.192280	2.796660	6.213320	3.180430	6.055480	6.279660	4.522220	6.808580	0.865869	1.345450	3.261160	1.948900	2.346690	17.646600	19.524800	6.403110	4.445710	6.041770	1.190530	12.786400	12.752900	8.874310	10.305800	6.431620	11.364200	5.758400	4.965070	11.657000	45.154500	19.210000	33.606800	3.733590	3.090370	2.013810	3.913190	8.472600	6.975370	9.236100	6.862570	9.460250
expr::CBFB	24.723200	23.422900	12.101900	27.700900	27.943200	27.870300	18.505000	9.493600	7.544560	8.214810	9.369000	7.847960	6.188060	6.901920	10.382300	11.460500	7.182780	7.531020	24.282400	12.941100	24.715100	36.254000	54.444700	28.361200	29.693900	14.885200	13.181000	11.794300	10.916900	10.412000	15.715000	24.566200	15.193300	27.599700	12.051500	6.851120	9.392080	13.615000	7.320170	6.274520	6.826160	41.433200	29.720300	26.201800	21.195200	44.195900	29.484900	7.561180	7.940100	30.140800	8.494350	22.921700	22.454000	22.853600	23.053100	17.500900	40.322000	21.167900	26.027200	10.805900	9.500080	6.316140	13.762400	12.752800	28.843200	29.493200	31.758100	11.608700
expr::CBL	12.987100	10.951500	4.981150	14.721900	14.582200	24.354800	11.215600	4.907230	5.784530	5.574550	12.485200	11.390200	5.617660	6.761660	4.566720	6.543880	5.975640	4.233410	6.871850	5.355540	10.420800	13.935000	31.449300	8.284780	11.955200	10.907100	8.150360	5.650080	4.083990	6.789860	12.811700	7.426360	12.465500	13.386600	3.760030	2.117350	3.175510	5.664710	1.609600	1.532440	1.456680	9.823510	14.949200	5.854740	2.049370	14.248100	7.416750	1.754000	1.169350	2.107680	1.227170	4.752370	7.013580	7.065730	7.562800	10.249700	13.522100	8.465880	15.644000	5.593980	4.719200	2.467320	8.520630	29.276200	8.782550	15.287300	9.821820	18.570500
expr::CCDC6	23.729900	19.839800	19.177500	59.173400	40.107300	59.700800	36.107700	17.956100	21.923900	21.388900	22.870300	19.269900	20.395700	28.845000	15.862300	19.629000	34.837500	16.048000	11.825300	12.038400	26.349700	36.163000	31.952300	46.109000	38.265400	48.181600	27.305800	29.082800	21.328600	45.683900	29.360500	51.660500	36.131100	38.298000	9.089240	4.988010	13.236600	14.687500	6.298900	6.718960	7.241480	26.684500	31.417600	40.385200	15.036500	23.345400	26.557100	13.412200	11.375900	21.113500	12.423500	26.184700	33.204600	46.380900	50.441300	25.731900	39.205500	27.700600	20.830800	17.861400	18.379800	12.336600	26.274500	17.946300	31.832600	56.310300	51.445500	4.486080
expr::CCNB3	0.288945	0.230952	0.353718	0.132599	0.125908	0.072835	0.213709	0.242557	0.213590	0.218555	0.269439	0.283815	0.256273	0.269938	0.315124	0.437879	0.210408	0.248025	1.893140	0.608266	0.288163	0.361538	0.212379	0.139243	0.097074	0.135905	0.146745	0.176309	0.177691	0.150029	0.094732	0.155349	0.111233	0.145968	0.058198	0.053347	0.145426	0.337989	0.181444	0.165101	0.204479	0.402574	0.540646	0.170675	0.256664	0.483423	0.165462	0.214939	0.241326	0.597042	0.251734	0.896100	0.155129	0.362401	0.383507	0.233504	0.479712	0.214084	0.408318	0.344654	0.445703	0.460480	0.100072	11.389400	0.416800	0.111859	0.167987	0.049948
expr::CCND1	59.882900	29.050500	28.238500	91.008000	68.037400	73.171400	36.188600	13.676200	12.638500	10.565400	8.228160	7.807550	9.417890	11.695800	16.008000	14.833300	9.728610	10.160100	25.943800	20.269900	57.040200	209.434000	5.425840	40.328500	13.677800	27.673600	19.404700	15.297900	10.230100	13.457300	34.156200	98.101200	42.536200	20.311800	27.795900	25.434800	18.042600	32.845700	26.539600	26.898500	31.607700	117.817000	63.695000	46.239400	1.460550	97.102600	8.207320	18.585100	10.841500	17.850200	14.107600	41.402600	74.629300	113.630000	105.884000	14.766900	3.213090	11.916300	21.634500	21.231200	22.972100	20.765900	6.186040	5.281620	52.347500	17.830700	73.770000	0.291227
expr::CCND3	42.997500	47.542600	69.261600	36.440400	39.000500	30.818900	35.024600	19.716100	26.338000	20.374500	31.754400	31.950600	30.556900	30.982900	19.324100	22.956400	24.268000	19.942900	20.230300	18.911000	44.502800	33.234500	38.185800	32.908400	34.531500	31.954500	27.387000	29.111500	23.224600	33.296300	37.581700	21.779900	34.334800	35.757900	18.524300	14.530700	13.973700	22.292700	5.609780	6.643170	7.287230	68.497200	86.069600	31.031300	5.352500	65.076600	29.479100	7.725300	8.010090	71.448800	9.573360	24.183700	37.619800	28.404600	33.793700	40.523800	205.185000	69.766100	121.300000	34.799500	42.895300	43.577300	40.069400	10.172700	50.447300	36.534200	35.263900	157.656000
expr::CD19	0.175352	0.395524	0.258973	0.236580	0.461140	0.111442	0.508179	0.116220	0.100600	0.097383	0.053168	0.069177	0.111864	0.102968	0.099916	0.118545	0.085944	0.095449	0.198420	0.141524	0.262985	0.080840	155.055000	0.357956	0.408353	0.390354	1.959240	2.645390	5.019650	0.448395	0.230215	0.773082	0.252425	1.175330	0.144223	0.036591	0.400937	0.321105	0.331941	0.148049	0.345631	6.940190	1.417920	0.546769	0.034521	0.599537	1.197120	0.040833	0.015937	0.000000	0.013861	0.240462	0.578366	0.098147	0.096586	27.927400	474.127000	122.484000	182.870000	0.655173	0.888335	0.356341	0.489233	12.877400	0.387534	0.448922	0.335110	8.688950
expr::CD74	1682.400000	971.528000	664.930000	863.677000	1132.470000	566.542000	556.796000	133.883000	73.831200	115.407000	58.334400	40.657300	64.018300	73.862100	146.243000	209.586000	88.340200	86.448500	775.210000	278.209000	1182.310000	2.162200	5066.990000	553.388000	769.960000	385.642000	511.569000	346.674000	327.547000	149.108000	441.836000	322.390000	441.631000	863.006000	222.643000	171.350000	671.319000	956.683000	127.977000	36.372100	60.546400	1275.590000	2722.970000	607.385000	116.467000	1734.220000	246.050000	99.549800	37.243500	39.037900	72.465800	416.705000	621.163000	520.130000	589.544000	1787.350000	3607.760000	1619.480000	4071.880000	384.309000	203.792000	211.544000	183.630000	112.077000	1030.390000	740.884000	540.403000	1152.790000
expr::CD79B	10.066300	12.576300	2.257450	3.312330	10.653600	2.867480	7.714190	0.440500	0.412296	0.462382	0.645442	0.749750	0.405753	0.374693	0.468794	0.426548	0.292922	0.534196	0.593143	0.514040	12.422500	0.501714	252.858000	11.538800	12.702600	3.103160	7.896520	9.689910	9.312460	2.434750	5.454960	4.343060	5.689740	13.424000	2.136270	5.650080	3.262780	6.470180	1.782020	1.673990	2.652500	22.725400	6.518530	12.705300	2.651670	12.178200	1.044810	0.690814	0.606548	0.641784	0.785302	56.733400	7.842680	9.061450	5.609340	36.217600	709.537000	192.493000	285.973000	3.957420	3.905550	2.160410	3.482870	2.270360	4.895220	13.092500	11.388600	44.712200
expr::CDH1	0.144816	0.780152	0.093147	0.132325	0.201246	0.101189	11.291900	0.994791	0.300390	1.057900	0.187803	0.361922	0.743985	0.483892	0.972642	0.479863	0.607547	1.119920	0.681231	0.530295	25.101900	0.158721	2.718990	62.553900	2.887420	0.826159	64.241000	139.960000	143.703000	9.441140	0.189268	142.646000	0.185745	4.575360	0.086527	0.047792	19.768200	31.874300	25.336900	17.218500	21.620100	68.739400	33.040800	89.187600	0.071414	15.917000	2.951970	54.469100	47.511800	49.571600	50.387500	24.844900	59.852100	112.176000	113.001000	62.164300	3.580570	83.552600	9.379490	62.685600	64.761500	63.329900	0.354029	0.775140	132.971000	0.636076	98.522400	0.256332
expr::CDK12	15.117800	12.526700	10.122500	14.294800	13.431300	15.840200	16.105500	2.644480	2.752360	2.997370	11.598900	11.431000	3.889810	3.778770	2.776940	3.640800	3.213130	2.595630	5.272630	3.201580	14.270400	23.185000	34.890800	17.485100	19.098100	12.581400	10.895600	8.433850	7.237200	8.506970	11.970700	13.833100	12.049500	18.203200	5.537090	3.312040	5.352220	9.345310	5.888220	6.060670	6.149780	12.871800	15.967300	13.867400	4.473530	17.548500	19.250000	4.217300	3.045720	6.530050	3.215600	12.183200	14.838200	17.036500	17.882300	13.231400	18.465900	12.840000	14.537200	8.560650	7.539320	5.031240	8.379860	23.927300	18.140100	18.550400	18.046000	8.312190
expr::CDK4	63.893000	62.066300	72.653400	60.090000	59.656100	58.707100	67.960500	13.373100	13.096300	14.303100	23.769500	25.984600	14.488800	14.044100	11.574200	15.459900	14.860700	12.781800	20.010400	16.319400	63.840200	154.924000	150.087000	71.938800	106.010000	53.797900	45.589300	36.260300	22.691600	47.933500	49.673500	43.802300	44.796100	89.437600	27.763200	17.957300	24.610500	39.275100	14.763500	19.456800	27.261000	43.122600	59.308100	40.228100	20.347200	72.142000	110.704000	26.507300	25.050600	37.522300	29.728700	63.635400	51.539500	50.036500	52.578300	43.969500	52.470600	50.257100	46.860800	38.416200	36.106500	26.071300	49.610300	29.159900	65.995500	104.585000	66.140400	10.410600
expr::CDKN1A	217.276000	324.965000	76.251000	458.366000	283.652000	408.729000	197.856000	12.257300	10.293300	14.160100	7.069700	9.496810	15.701900	11.454600	13.530400	19.161000	13.693100	11.317700	37.222700	22.670200	163.682000	408.076000	257.484000	156.506000	79.967200	94.528500	112.404000	144.031000	131.219000	107.454000	102.418000	156.356000	104.831000	233.011000	81.633000	59.907300	63.919100	54.004000	60.445300	76.748300	75.609300	224.870000	222.680000	79.885400	129.065000	195.926000	286.033000	46.029700	55.107000	94.697800	54.689800	141.086000	100.163000	260.100000	229.845000	131.359000	32.518200	167.480000	43.004000	76.500500	113.588000	56.709000	319.696000	81.045800	119.070000	105.517000	200.932000	28.415000
expr::CDKN1B	38.609200	25.908800	19.556800	35.243700	34.940200	60.646000	23.838200	15.493000	16.802000	17.103600	74.197300	50.718300	16.639600	23.338600	16.732000	19.325600	15.765100	15.434300	36.989600	20.616300	37.843000	10.975300	24.585700	38.561800	42.179500	30.215000	21.028400	17.240900	13.522900	20.378300	24.784000	16.358700	24.750000	37.885200	10.419500	6.668150	8.897790	10.720100	9.556840	7.665100	8.369390	23.669700	32.894200	19.879600	15.645700	57.505600	41.983600	6.394320	6.517260	10.866600	5.926090	18.656200	22.366800	27.308400	32.290100	24.610800	53.589200	27.428300	31.586200	13.861300	14.151400	10.185500	15.078300	21.691800	32.413500	45.691300	35.543200	26.828200
expr::CDKN2A	0.589494	0.629819	3.250870	1.693260	1.686290	1.083310	0.960990	0.715352	0.382584	0.644830	0.344038	0.703515	0.614308	0.667302	0.441722	0.230327	0.277933	0.767220	0.867089	0.362105	0.821646	7.844160	6.728830	0.748531	0.668608	0.767994	0.560505	0.637157	0.397333	0.889073	0.699362	2.085610	1.159160	0.517351	0.071680	0.066253	0.091839	0.077981	0.110727	0.077480	0.181524	1.923360	1.162480	0.639492	0.065671	1.285200	0.387333	0.228864	0.169906	7.334110	0.403648	18.309400	1.022320	0.326884	0.369411	1.635830	3.624560	2.520810	2.711920	0.700269	0.937740	1.003490	0.262694	8.146490	0.747287	0.446418	1.138110	0.313998
expr::CEACAM5	0.032686	0.040619	0.077651	0.042750	0.048816	0.025876	0.037515	0.006784	0.008411	0.007254	0.029224	0.073678	0.017081	0.014135	0.010553	0.009167	0.009521	0.008210	0.000000	0.006674	0.093908	0.048590	0.018973	54.024900	0.051970	0.717494	239.617000	1098.150000	1052.480000	73.950200	0.127989	271.942000	0.137373	0.039363	0.020445	0.018983	0.031002	0.000000	0.067531	0.000000	0.000000	0.014644	4.460850	16.320500	0.020269	0.034077	0.093720	0.060207	0.000000	0.000000	0.000000	0.126044	0.220337	2.451970	3.916130	33.996900	1.337240	81.483300	0.098845	0.558252	3.797890	2.414570	0.024365	0.569069	0.128494	0.126104	76.510700	0.058287
expr::CHEK2	2.697410	4.130410	4.096310	2.597760	3.512330	2.131160	4.789160	0.576678	0.499138	0.834594	0.275706	0.297845	0.649035	0.676239	0.599715	0.802542	0.709897	0.703943	1.309370	0.855091	4.006960	13.602200	13.875400	5.721420	5.981190	2.491990	4.531520	5.299280	5.416380	3.076690	2.448380	6.224920	2.347680	5.377460	1.728490	0.553846	1.598360	3.928320	1.917840	1.732940	1.744610	4.394580	4.777080	3.354600	0.409133	13.557100	8.423210	0.848045	1.543730	1.446380	1.109020	3.093300	4.801050	4.610130	3.645020	4.987850	10.223800	7.622130	7.499020	2.704030	2.802000	2.344620	2.456240	7.307820	4.806960	5.030240	6.385370	1.300440
expr::CIC	35.754100	24.603300	25.789200	49.502700	34.614300	49.577300	33.340900	20.261000	23.447700	19.226100	86.551000	111.873000	31.762800	23.177100	16.923000	19.891000	25.382200	15.769600	16.137400	13.595900	36.952000	22.493900	22.281900	35.612800	63.541200	36.462000	22.521600	14.725800	11.502200	37.956700	36.285500	22.225800	32.030500	58.543900	12.410600	7.932240	15.074100	28.135100	11.844200	13.173200	11.425000	33.752500	39.563500	27.446500	16.197500	60.760400	65.656200	10.994500	9.190460	16.735100	9.281520	52.331500	36.437100	33.883500	37.985500	29.542300	40.446600	25.334900	36.108400	21.035700	19.201900	12.346500	29.201100	75.840300	48.490700	80.800400	33.369300	28.272700
expr::CLDN18	0.318568	0.330064	0.137100	0.755139	0.597162	0.575168	0.579543	0.055472	0.045039	0.068843	0.413077	0.602086	0.083879	0.047418	0.064543	0.055196	0.049250	0.048931	0.067948	0.058196	0.323187	0.447713	0.079999	0.609405	0.755641	0.455236	0.207242	0.088786	0.049975	0.219195	0.481703	0.212584	0.436241	0.910689	0.524277	0.076782	0.255637	0.688376	0.073900	0.000000	0.025372	0.444304	150.959000	0.201694	0.046246	0.608491	0.975404	0.239749	0.106770	0.320940	0.139393	0.726522	0.462964	0.380686	0.347167	0.399176	0.104600	0.535071	0.250675	427.671000	550.887000	524.484000	2.036970	2.364980	0.447432	0.942146	0.622456	0.044546
expr::CLTC	75.185700	66.615800	86.834200	104.450000	92.561800	104.560000	75.020900	41.146400	61.786400	51.903200	120.072000	97.564400	70.533100	101.252000	40.210700	59.645000	60.058500	41.389600	56.244500	44.940400	63.263800	188.804000	131.623000	67.334300	72.604800	64.921700	67.454000	79.433000	63.957800	49.013100	66.738300	62.492200	68.999100	70.631700	33.768800	22.724200	38.774200	56.019200	29.558800	33.414400	43.896200	58.500200	80.504100	56.854300	28.452100	79.186800	66.964900	21.876800	16.737200	69.030100	22.535200	75.663300	59.246700	58.292500	64.886900	59.401900	38.603200	59.288700	61.285400	49.549300	47.257800	32.318100	48.207700	57.160900	80.431600	74.207000	67.462000	30.098800
expr::COL1A1	237.324000	271.588000	62.343000	486.075000	571.305000	369.016000	431.098000	1.017740	0.889212	3.436280	0.859515	1.670950	1.470720	0.773136	1.224500	1.277860	6.401270	2.760250	2.058870	0.918182	207.670000	4008.650000	2.476710	1328.440000	1679.730000	499.324000	264.172000	105.056000	35.529900	584.995000	192.862000	58.009600	134.707000	609.712000	93.033500	30.165800	23.753300	79.005100	16.202700	3.409840	6.544490	181.303000	196.650000	68.706900	8.496970	214.384000	869.687000	20.849100	8.198730	36.643700	19.637400	149.869000	308.478000	189.077000	219.159000	149.617000	61.215600	55.843300	90.634600	117.838000	105.408000	36.520200	322.907000	55.598800	108.797000	1132.480000	629.356000	0.799190
expr::CREB1	11.888800	9.661340	4.956080	12.029900	11.126900	13.012900	9.621690	3.356910	3.747450	3.457060	12.431200	9.540720	3.855140	4.849540	3.519610	4.254540	3.578570	2.975240	5.939660	3.777710	10.897500	12.139700	16.909700	11.223400	14.573900	9.117380	7.379680	6.421120	4.900590	6.288360	8.365850	7.478190	8.197770	11.704000	3.827870	2.831110	3.223880	6.023760	2.485440	2.166480	2.112280	11.292000	11.509600	8.502080	2.590800	13.090100	12.513400	2.967890	2.917330	4.787950	2.593970	7.353300	9.683080	9.304400	9.218590	9.342380	16.624200	9.270940	11.284300	5.438800	5.100850	3.327710	6.319970	14.124500	11.671000	13.629500	11.876500	5.346790
expr::CREBBP	31.753500	23.069100	13.726900	36.219000	28.752600	42.450900	33.796900	7.012120	8.882070	8.552790	39.250200	45.656800	14.200400	11.547500	7.225470	8.082860	9.224430	7.018640	8.326840	6.686480	29.453800	23.945400	25.362900	33.525800	50.071000	32.572500	20.452800	13.881200	10.097300	27.654200	31.142800	19.611800	29.619900	42.341800	10.969100	7.386420	8.321960	17.014200	8.351220	6.643770	5.668940	21.341400	28.072800	21.872900	19.052800	39.385500	51.239800	9.369660	7.358970	9.545720	7.237910	21.618400	27.973900	33.093900	35.680400	26.587500	37.123200	24.234800	30.727000	15.951300	14.192500	8.717040	22.869300	37.584700	39.552600	54.721700	32.918500	18.112500
expr::CRLF2	0.267229	0.197173	0.000000	0.075202	0.092173	0.033479	0.609842	0.000000	0.013755	0.000000	0.000000	0.000000	0.013179	0.012114	0.011986	0.021478	0.009588	0.000000	0.000000	0.000000	0.146976	0.000000	0.247236	0.163335	0.110291	0.111229	0.205571	0.169513	0.147801	0.225215	0.385954	0.201500	0.391309	0.124764	0.025640	0.012082	0.009697	0.000000	0.000000	0.000000	0.000000	0.278675	0.641990	0.184669	0.000000	0.262874	0.000000	0.021614	0.000000	0.240503	0.032777	0.000000	0.216221	0.243977	0.227830	0.475649	1.188340	0.495696	0.133584	0.249125	0.194423	0.136644	0.265839	0.048652	0.058270	0.183945	0.178048	0.064096
expr::CRTC1	11.636400	8.347530	9.103120	9.721010	11.656700	14.239000	12.556100	32.323300	42.096700	31.653500	121.342000	153.170000	63.986900	49.478600	25.543500	15.509900	47.731100	24.516200	9.887080	9.182940	10.622400	8.648870	2.553000	10.240700	18.758400	13.224700	8.847730	6.648840	5.957860	12.100300	13.320400	4.400960	12.146400	17.167100	5.293150	3.014370	8.006220	12.137600	3.749060	3.143280	2.446100	12.394700	10.811700	8.401450	6.938570	15.268300	14.336100	4.349660	5.031250	16.775000	4.099360	37.625600	15.685000	7.882130	8.422760	10.893500	21.996800	10.529300	12.758300	9.682570	9.005860	7.333880	11.763000	16.128400	24.362100	16.426100	9.684330	3.971470
expr::CTCF	24.772700	20.277300	15.740400	26.581900	25.632100	34.044900	29.617700	10.020200	10.441700	10.853700	36.900700	29.942700	13.078500	14.452700	10.885800	10.792900	11.033300	9.609850	15.913300	10.661800	24.733400	25.897800	42.820500	30.728700	37.356100	25.324600	20.832500	18.191400	14.551600	16.968500	22.086000	21.498000	21.208700	30.808600	9.860070	7.259080	10.268000	18.891300	8.103510	7.048680	7.063220	22.145800	23.378200	20.710500	16.236200	32.843800	30.945000	8.839260	6.892740	13.562900	7.188070	18.286700	23.180300	28.309700	30.180800	23.625100	34.191900	22.147000	28.117900	15.813800	13.558200	9.676960	15.279500	17.957300	25.524200	36.663200	30.338100	11.752600
expr::CTLA4	0.651561	1.052440	0.119315	0.647451	0.801330	0.300093	0.768558	0.075381	0.094865	0.072696	0.115654	0.176122	0.178109	0.144080	0.105638	0.198851	0.053628	0.047443	0.269208	0.118476	0.823557	0.030009	0.031813	1.199410	0.738041	0.363317	1.168660	2.044400	1.986550	0.400059	0.200786	1.015410	0.182734	0.952485	0.124418	0.178862	0.269579	0.492390	0.136804	0.026445	0.029364	12.987000	4.415060	0.550288	0.045517	0.680717	0.180941	0.051453	0.035454	0.032718	0.068034	0.342725	0.806455	0.716444	0.388016	4.651320	57.122900	16.504500	6.266110	0.551938	0.829935	0.512075	0.393737	2.535970	0.780908	0.294198	1.015040	2.038810
expr::CTNNB1	85.619200	87.750400	73.837400	98.020200	111.249000	163.901000	90.296600	31.090000	35.071300	33.127700	139.046000	116.440000	39.068500	43.775300	31.514600	41.996200	34.694800	28.158600	46.834600	32.710500	93.207200	115.681000	53.227200	115.581000	174.251000	80.645200	76.307500	71.749800	51.063100	59.434000	73.118900	68.226200	72.947600	114.227000	38.372200	26.891300	29.774900	53.803000	23.571700	22.042400	28.053600	78.846200	117.331000	84.675600	24.442800	130.811000	141.918000	25.022300	17.526600	31.557900	23.057300	58.923500	96.674000	75.553000	83.312600	89.613200	77.401400	83.807900	73.487500	47.713600	42.377400	24.732200	55.127700	44.232400	118.388000	133.801000	104.775000	20.581700
expr::CUL3	16.791700	13.587000	14.771100	14.094900	14.437100	20.063700	18.610000	6.898400	9.489600	7.821400	21.684700	17.075300	10.556500	13.492500	6.607310	8.942070	8.259470	6.466590	8.873210	7.253010	15.673000	25.048200	32.530200	21.188000	19.524100	16.081600	13.573700	14.775500	11.003500	13.787200	14.885100	22.481900	15.180600	18.508900	7.902260	7.142480	7.092810	11.053400	5.068130	6.567920	7.605900	14.173900	15.325900	16.443300	28.581600	21.944200	19.356600	5.591010	3.832470	10.820900	5.124290	12.623600	12.846000	20.569100	22.245000	15.215600	20.533700	15.298800	13.656000	11.860400	12.527000	7.335460	14.117600	95.845600	18.707900	21.064700	20.835500	8.183440
expr::CYSLTR2	0.364586	0.771550	7.291890	0.573454	1.046860	0.255748	0.116249	1.523990	1.842230	1.774190	0.844511	0.704020	1.243500	1.668810	1.899160	1.670220	1.224110	1.826730	1.246960	1.652750	0.272927	0.000000	0.693321	0.512534	0.787337	0.617943	0.551472	0.358136	0.239108	0.377139	0.345287	0.253855	0.279450	0.922535	4.999860	2.837020	0.232843	0.655372	0.118071	0.043157	0.051605	2.452150	0.978001	0.164571	0.028825	0.361309	1.225590	0.034270	0.012306	0.169435	0.031917	0.391029	0.663205	0.731071	0.738156	1.337900	2.355940	1.890660	3.194520	0.144875	0.133969	0.052098	0.532898	0.460612	0.425552	0.422902	0.541706	0.520309
